Institute,City,Degree,Duration,Fee,Deadline,Subject
University Of Veterinary And Animal Sciences [ Ravi Campus],Pattoki,BS,4 Years,22750,01-08-2025,Computer Science
National University Of Modern Languages ( Peshawar Campus ),Peshawar,BS,4 Years,104000,09-12-2025,Computer Science
"Sardar Bahadur Khan Women University, Noshki Campus",Pishin,BS,4 Years,20200,26-08-2024,Computer Science
Sardar Bhadur Khan Women University (sub Campus),Pishin,BS,4 Years,10740,15-09-2025,Computer Science
National University Of Modern Languages ( Quetta Campus ),Quetta,BS,4 Years,97500,13-08-2025,Computer Science
"National University Of Science And Technology, Quetta Campus",Quetta,BS,4 Years,174050,25-01-2026,Computer Science
The Islamic University Of Bahawalpur[rahimyar Khan Campus],Rahim Yar Khan,BS,4 Years,49665,30-06-2025,Computer Science
"National University Of Modern Languages, Rawalpindi Campus",Rawalpindi,BS,4 Years,104000,09-12-2025,Computer Science
University Of Gujrat (rawalpindi Campus),Rawalpindi,BS,4 Years,0,26-07-2018,Computer Science
Comsats University Islamabad ( Sahiwal Campus ),Sahiwal,BS,4 Years,121150,15-08-2025,Computer Science
"Government College University Faisalabad, Sahiwal Campus",Sahiwal,AD,2 Years,0,04-09-2023,Computer Science
"Government College University Faisalabad, Sahiwal Campus",Sahiwal,BS,4 Years,0,04-09-2023,Computer Science
"Government College University Faisalabad, Samundri Campus",Sammandri,BS,4 Years,0,24-06-2025,Computer Science
Shah Abdul Latif University (sub Campus Shahdad Kot),Shahdad Kot,BS,4 Years,0,22-09-2025,Computer Science
University Of Swat (sub Campus Shangla),Shangla,BS,4 Years,24870,12-10-2023,Computer Science
Shah Abdul Latif University (sub Campus),Shikar Pur,BCS,4 Years,0,05-12-2018,Computer Science
"Shaheed Benazir Bhutto Women University Peshawar, Sub Campus",Swabi,BS,4 Years,0,10-10-2013,Computer Science
"The University Of Agriculture, Swat",Swat,BS,4 Years,0,19-01-2026,Computer Science
"Gomal University, Tank Campus",Tank,BS,4 Years,13000,09-01-2026,Computer Science
University Of Agriculture Faisal Abad[toba Tek Singh Campus],Toba Tek Singh,BS,4 Years,83600,28-07-2025,Computer Science
"Balochistan University Of Engineering & Technology Khuzdar, Turbat Campus",Turbat,BS,4 Years,0,20-10-2023,Computer Science
"Balochitan University Of Engineering & Technology Khuzdar, Uthal Campus",Uthal,BS,4 Years,0,20-10-2023,Computer Science
Comsats University Islamabad ( Vehari Campus ),Vehari,BS,4 Years,121150,16-01-2026,Computer Science
"Lasbela University Of Agriculture, Water And Marine Sciences, Wadh Campus",Wadh,BS,4 Years,17000,15-10-2022,Computer Science
Comsats University Islamabad ( Wah Campus ),Wah,BS,4 Years,121150,12-01-2026,Computer Science
National College Of Business Administration And Economics ( Bahwal Pur Campus ),Bahawal Pur,BS,4 Years,0,19-10-2025,Computer Science
National University Of Computer And Emerging Sciences ( Faisalabad Campus ),Faisalabad,BS,4 Years,160000,04-07-2025,Computer Science
"Riphah International University, Faisalabad Campus",Faisalabad,BS,4 Years,117000,18-10-2025,Computer Science
The University Of Lahore ( Chanab Campus),Gujrat,BS,4 Years,0,13-09-2019,Computer Science
