Institute,City,Degree,Duration,Fee,Deadline,Subject
Sardar Bahadur Khan Women University,Quetta,BBA,4 Years,10740,15-09-2025,Business Administration
University Of Balochistan,Quetta,BBA,4 Years,33000,05-01-2026,Business Administration
Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,BBA,4 Years,40250,05-01-2026,Business Administration
"Unversity Of The Poonch, Rawala Kot",Rawala Kot,BBA,4 Years,0,20-08-2025,Business Administration
Fatima Jinnah Women University,Rawalpindi,BBA,4 Years,52050,18-08-2025,Business Administration
Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,BBA (H),4 Years,48250,08-08-2025,Business Administration
Rawalpindi Women University,Rawalpindi,BS,4 Years,33065,03-09-2025,Business Administration
University Of Sahiwal,Sahiwal,BBA (H),4 Years,31440,31-07-2025,Business Administration
University Of Baltistan,Sakardu,BBA,4 Years,34000,10-11-2017,Business Administration
Shaheed Benazir Bhutto  International University Of Veterinary And Animal Sciences,Sakrand,BBA,4 Years,9300,19-12-2025,Business Administration
University Of Sargodha,Sargodha,BBA,4 Years,31000,15-12-2025,Business Administration
Government College Women University,Sialkot,BS,4 Years,25000,22-01-2026,Business Administration
University Of Sialkot,Sialkot,BS,4 Years,129000,01-11-2024,Business Administration
Mir Chakar Khan Rind University,Sibi,BS,4 Years,0,31-07-2025,Business Administration
Sukkur Iba University,Sukkur,BBA,4 Years,120000,07-02-2026,Business Administration
The Begum Nusrat Bhutto Women University,Sukkur,BBA,4 Years,43000,04-06-2025,Business Administration
University Of Swabi,Swabi,BBA,4 Years,51270,16-09-2025,Business Administration
Women University Swabi,Swabi,BBA (H),4 Years,45760,12-09-2025,Business Administration
The University Of Veterinary & Animal Sciences,Swat,BBA,4 Years,18000,30-09-2025,Business Administration
University Of Swat,Swat,BBA,4 Years,24870,12-10-2023,Business Administration
The University Of Modern Sciences,Tando Muhammad Khan,BBA,4 Years,0,22-11-2025,Business Administration
University Of Turbat,Turbat,BBA,4 Years,18000,21-10-2024,Business Administration
Al-khair University,Bhimber,BBA,4 Years,0,17-02-2014,Business Administration
University Of Chakwal,Chakwal,BBA,4 Years,0,11-08-2025,Business Administration
Qurtuba University Of Science & Technology [di Khan],D.i. Khan,BBA (H),4 Years,0,25-08-2025,Business Administration
Preston University [fdb],Faisalabad,BBA,4 Years,80000,01-01-1970,Business Administration
The University Of Faisalabad,Faisalabad,AD,2 Years,22500,07-10-2023,Business Administration
The University Of Faisalabad,Faisalabad,BBA (H),4 Years,198000,07-10-2023,Business Administration
Gift University,Gujranwala,B.Sc. [Hons],4 Years,157600,01-02-2026,Business Administration
Preston University [guj],Gujranwala,BBA,4 Years,0,01-01-1970,Business Administration
The University Of Chenab,Gujrat,BBA,4 Years,0,03-01-2026,Business Administration
Isra University/hospital,Hyderabad,BBA,4 Years,150000,13-07-2024,Business Administration
University Of East,Hyderabad,BBA,4 Years,0,01-01-1970,Business Administration
Al-karam International University,Islamabad,BBA,4 Years,0,25-02-2017,Business Administration
Al-khair University [ajk],Islamabad,BBA,4 Years,0,01-01-1970,Business Administration
Capital University Of Science And Technology,Islamabad,BBA,4 Years,250000,02-09-2025,Business Administration
Capital University Of Science And Technology,Islamabad,AD,2 Years,0,02-09-2025,Business Administration
Ibadat International University Islamabad,Islamabad,BS,4 Years,93900,10-09-2023,Business Administration
Muslim Youth University,Islamabad,BBA,4 Years,0,29-10-2025,Business Administration
Riphah International University,Islamabad,BBA,4 Years,130500,30-07-2025,Business Administration
Shifa Tameer-e-millat University,Islamabad,BBA,4 Years,0,29-09-2022,Business Administration
Sir Syed Case Institute Of Technology,Islamabad,AD,2 Years,0,13-01-2026,Business Administration
Sir Syed Case Institute Of Technology,Islamabad,BBA,4 Years,124800,13-01-2026,Business Administration
Baqai Medical University,Karachi,BBA (H),4 Years,38000,18-10-2024,Business Administration
Dadabhoy Institute Of Higher Education,Karachi,BBA,4 Years,124165,31-03-2021,Business Administration
Dha Suffa University(main Campus),Karachi,BBA,4 Years,188600,30-12-2025,Business Administration
Greenwich University,Karachi,BS,4 Years,132110,14-07-2024,Business Administration
Hamdard University,Karachi,BBA (H),4 Years,140360,15-03-2025,Business Administration
Ilma University,Karachi,BBA,4 Years,137150,10-09-2022,Business Administration
Institute Of Business Management,Karachi,BBA (H),4 Years,155800,28-06-2023,Business Administration
Iqra University [kch],Karachi,BBA,4 Years,189000,14-02-2026,Business Administration
Jinnah University For Women,Karachi,BBA,4 Years,67000,15-10-2025,Business Administration
Karachi Institute Of Economics & Technology,Karachi,BBA,4 Years,93450,06-01-2024,Business Administration
Kasb [ Khadim Ali Shah Bukhari ]  Institute Of Technology,Karachi,BBA (H),4 Years,125150,01-10-2022,Business Administration
Metropolitan University Karachi,Karachi,BBA,4 Years,0,15-12-2025,Business Administration
Muhammad Ali Jinnah University,Karachi,BBA,4 Years,153000,22-07-2024,Business Administration
National University,Karachi,BBA,4 Years,0,30-11--0001,Business Administration
Nazeer Hussain University,Karachi,BBA (H),4 Years,108800,17-12-2023,Business Administration
Newports Institute Of Communications And Economics,Karachi,BBA (H),4 Years,145750,14-09-2023,Business Administration
Preston University,Karachi,BBA,4 Years,79600,19-09-2016,Business Administration
Salim Habib University,Karachi,BBA,4 Years,218000,10-01-2023,Business Administration
Shaheed Benazir Bhutto City University,Karachi,BBA,4 Years,288000,30-11--0001,Business Administration
Shaheed Benazir Bhutto Dewan University,Karachi,BBA,4 Years,224000,15-02-2026,Business Administration
Shaheed Zulfiqar Ali Bhutto Institute Of Science & Technology,Karachi,BBA,4 Years,151200,12-02-2026,Business Administration
Sindh Institute Of Management And Technology,Karachi,BBA,4 Years,0,21-11-2020,Business Administration
Sir Syed University Of Engineering & Technology,Karachi,BBA,2/4 Years,127000,19-07-2024,Business Administration
Sohail University,Karachi,BBA,4 Years,0,17-10-2024,Business Administration
Zia-ud-din Medical University,Karachi,BBA,4 Years,116000,26-08-2025,Business Administration
Preston University [kht],Kohat,BBA (H),4 Years,111100,30-10-2025,Business Administration
Beaconhouse National University,Lahore,BBA,4 Years,169050,30-12-2025,Business Administration
Green International University,Lahore,BBA,4 Years,0,02-09-2025,Business Administration
Hajvery University,Lahore,BBA (H),4 Years,180000,26-10-2024,Business Administration
Hajvery University,Lahore,AD,2 Years,108000,26-10-2024,Business Administration
Imperial College Of Business Studies,Lahore,AD,2 Years,0,21-08-2023,Business Administration
Imperial College Of Business Studies,Lahore,BBA (H),4 Years,176040,21-08-2023,Business Administration
Lahore Garrison University,Lahore,BBA,4 Years,174635,30-11--0001,Business Administration
Lahore Leads University,Lahore,BBA (H),4 Years,170000,04-09-2025,Business Administration
Lahore School Of Economics,Lahore,BBA (H),4 Years,341000,28-06-2025,Business Administration
Minhaj University,Lahore,BBA,4 Years,151250,31-10-2025,Business Administration
Minhaj University,Lahore,AD,2 Years,0,31-10-2025,Business Administration
"National College Of Business Administration And Economics, Lahore",Lahore,BBA,4 Years,144000,26-02-2023,Business Administration
Nur International University,Lahore,BBA,4 Years,155278,18-01-2025,Business Administration
Pimsat Institute Of Higher Education [lhr],Lahore,BBA (H),4 Years,0,30-11--0001,Business Administration
Qarshi University (lhr),Lahore,BBA,4 Years,126000,12-07-2025,Business Administration
Rashid Latif Khan University,Lahore,BS,4 Years,0,25-10-2025,Business Administration
The Superior University,Lahore,BBA (H),4 Years,237800,31-01-2026,Business Administration
The Superior University,Lahore,AD,2 Years,0,31-01-2026,Business Administration
The University Of Lahore ( Main Campus ),Lahore,BBA (H),4 Years,216000,31-01-2026,Business Administration
University Of Central Punjab,Lahore,AD,2 Years,0,10-10-2024,Business Administration
University Of Central Punjab,Lahore,BBA,4 Years,289750,10-10-2024,Business Administration
University Of Management And Technology,Lahore,BBA,4 Years,399750,31-07-2024,Business Administration
University Of South Asia,Lahore,BBA,4 Years,188000,05-11-2022,Business Administration
Mohi-ud-din Islamic University,Mir Pur (ajk),BBA (H),4 Years,56000,15-02-2024,Business Administration
Institute Of Southern Punjab,Multan,BBA (H),4 Years,101250,31-01-2025,Business Administration
Preston University [mut],Multan,BBA,4 Years,80000,01-01-1970,Business Administration
Qarshi University,Muridke,BS,4 Years,0,30-11--0001,Business Administration
Northern University,Nowshera,BBA (H),4 Years,30250,16-02-2026,Business Administration
Abasyn University,Peshawar,BBA,4 Years,99000,01-02-2026,Business Administration
Cecos University Of Information Tech. & Emerging Sciences,Peshawar,BBA,4 Years,140000,28-07-2025,Business Administration
City University Of Science & Information Technology,Peshawar,BBA,4 Years,160000,10-11-2025,Business Administration
Iqra National University,Peshawar,BBA,2 Years,79798,07-02-2026,Business Administration
Preston University [pesh],Peshawar,BBA,4 Years,80000,19-09-2016,Business Administration
Sarhad University Of Science & Information Technology,Peshawar,BBA (H),4 Years,36500,05-12-2025,Business Administration
Sarhad University Of Science & Information Technology,Peshawar,BBA,3 Years,36500,05-12-2025,Business Administration
Al- Hamd Islamic University,Quetta,BBA (H),4 Years,0,18-08-2024,Business Administration
Preston University [qut],Quetta,BBA,3 Years,0,01-01-1970,Business Administration
University Of Rawalpindi,Rawalpindi,BBA,4 Years,88750,14-09-2024,Business Administration
